property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category
flat,sector 85,1.75,3.0,3,2,Relatively New,1825.0,0,0,0,Low,High Floor
flat,sector 90,1.25,4.0,4,3,Relatively New,2861.0,0,0,0,High,Mid Floor
flat,sector 69,1.72,4.0,4,1,Relatively New,1876.0,0,0,0,Medium,High Floor
flat,sector 90,0.75,2.0,2,3,Relatively New,1444.0,0,0,0,Medium,Mid Floor
house,sector 50,10.0,5.0,7,2,Moderately old,7000.0,1,0,1,Low,Mid Floor
flat,sector 49,2.51,3.0,3,3+,Old Property,2061.1,0,0,2,Medium,Mid Floor
flat,sector 85,1.1,2.0,2,3,Relatively New,1600.0,0,0,0,High,Mid Floor
flat,sector 72,4.1,3.0,3,3,Moderately old,2429.0,0,0,0,Low,Mid Floor
flat,sector 61,1.47,2.0,2,2,New Property,1278.0,0,0,0,Medium,Mid Floor
flat,sector 85,2.15,4.0,5,3+,Relatively New,2432.0,0,0,0,High,Mid Floor
flat,sector 49,2.38,3.0,4,3,Relatively New,2061.0,0,0,0,Low,Low Floor
house,sector 67,1.85,3.0,3,3,Moderately old,278.0,0,0,0,Low,Low Floor
flat,sector 89,1.1,3.0,1,0,New Property,1103.0,0,0,0,Low,Low Floor
flat,sector 106,1.82,3.0,2,2,Relatively New,1359.0,0,0,0,Low,Mid Floor
flat,sector 66,3.0,3.0,3,2,Relatively New,1950.1,0,0,0,Medium,High Floor
house,sector 33,9.55,6.0,7,3+,Relatively New,4950.0,1,1,2,Medium,Low Floor
flat,sector 81,0.5,2.0,2,3,Relatively New,700.0,0,0,0,Medium,Mid Floor
house,sector 50,7.42,4.0,4,3,Old Property,3200.0,0,0,2,Medium,Low Floor
flat,sector 63,3.25,3.0,3,3,New Property,2700.0,0,0,0,Low,Mid Floor
flat,sector 92,0.82,3.0,3,3+,Relatively New,1221.18,0,0,0,Medium,High Floor
flat,sector 74,1.6,2.0,2,2,Relatively New,1548.0,0,0,2,High,High Floor
flat,sector 89,1.5,3.0,3,3,Relatively New,2024.0,0,0,0,Medium,Mid Floor
house,sector 55,2.8,4.0,4,0,Old Property,1500.0,0,0,0,Low,Low Floor
house,sector 7,0.27,2.0,2,1,Moderately old,225.0,0,0,0,Low,Low Floor
flat,sector 102,2.05,3.0,4,3+,Relatively New,2250.0,0,0,0,Medium,High Floor
house,sector 26,20.0,5.0,7,3+,Relatively New,4500.0,1,0,1,Medium,Mid Floor
flat,sector 109,1.2,3.0,2,2,Relatively New,1790.0,0,0,0,High,Mid Floor
house,sector 3,0.68,5.0,3,0,Relatively New,1755.0,0,0,0,Low,Low Floor
flat,sector 113,2.75,4.0,4,3+,New Property,2886.0,0,0,1,Medium,High Floor
house,sector 25,6.5,4.0,3,3,Moderately old,1800.0,0,0,0,Low,Mid Floor
flat,sector 48,0.26,2.0,2,2,Relatively New,640.0,0,0,0,Low,Mid Floor
flat,sector 95,0.46,2.0,2,2,New Property,809.0,0,0,0,Medium,High Floor
house,sector 8,0.32,2.0,3,1,Relatively New,450.0,0,0,0,Low,Low Floor
flat,sector 92,1.55,3.0,4,3,Relatively New,1900.0,0,0,0,Low,Mid Floor
flat,sector 102,1.7,3.0,4,3+,Relatively New,1750.0,0,0,2,High,Mid Floor
flat,sector 90,1.25,3.0,3,3+,Relatively New,1929.0,0,0,0,Medium,Mid Floor
flat,sector 102,1.52,3.0,3,3,Relatively New,1354.0,0,0,2,Medium,Mid Floor
flat,sector 92,0.65,3.0,3,2,Relatively New,1574.0,0,0,0,Low,Mid Floor
flat,sector 106,1.0,2.0,2,3+,New Property,940.0,0,0,2,Low,Low Floor
house,sector 4,0.58,4.0,2,1,Old Property,1025.0,0,0,0,Low,Low Floor
flat,sector 48,0.9,3.0,3,3,Relatively New,1599.0,0,0,0,Medium,Mid Floor
flat,sector 69,1.38,3.0,3,1,Relatively New,1465.0,0,0,0,High,High Floor
flat,sector 85,2.7,4.0,4,3+,New Property,3316.0,0,0,0,Low,High Floor
flat,sector 69,1.36,3.0,3,2,Relatively New,1503.0,0,0,2,Low,High Floor
flat,sector 37,1.27,3.0,3,3,Relatively New,1679.0,0,0,0,Low,Low Floor
flat,sector 85,0.88,3.0,3,1,Relatively New,1414.0,0,0,0,Medium,Low Floor
flat,sector 102,1.75,3.0,4,3+,Relatively New,1839.0,0,0,0,Medium,High Floor
flat,sector 37,1.26,3.0,3,3,New Property,1400.0,0,0,0,Low,Mid Floor
flat,sector 37,1.2,3.0,2,1,Under Construction,1900.0,0,0,0,Medium,Mid Floor
flat,sector 78,0.69,2.0,2,2,Moderately old,1422.0,0,0,0,Medium,High Floor
flat,sector 48,0.27,2.0,2,2,Relatively New,619.0,0,0,0,Low,Mid Floor
flat,sector 1,0.95,3.0,4,3,Moderately old,2294.0,0,0,0,Medium,Mid Floor
flat,sector 103,1.15,2.0,2,3,Relatively New,1112.0,0,0,2,High,Mid Floor
flat,sector 85,2.14,4.0,4,3,Relatively New,2300.0,0,0,0,Low,Mid Floor
flat,sector 103,1.34,3.0,3,3+,Relatively New,1766.0,0,0,2,Low,High Floor
house,sector 105,1.15,3.0,2,1,Moderately old,3889.0,0,0,0,Low,Low Floor
flat,sector 86,0.64,2.0,2,1,New Property,1360.0,0,0,0,Medium,Mid Floor
flat,sector 105,0.42,3.0,2,1,Relatively New,1111.0,0,0,0,Low,Low Floor
flat,sector 83,1.8,3.0,3,3,Relatively New,1594.0,0,0,2,Medium,Mid Floor
flat,sector 1,0.9,4.0,4,3,Moderately old,2350.0,0,0,0,Low,Mid Floor
flat,sector 47,2.15,3.0,4,3+,Moderately old,1950.0,0,0,0,Low,Mid Floor
flat,sector 109,1.5,3.0,4,3+,Relatively New,1797.0,0,0,0,Low,Mid Floor
flat,sector 56,1.35,3.0,2,2,Old Property,1275.0,0,0,0,High,Low Floor
flat,sector 90,1.0,3.0,4,3,New Property,1857.0,0,0,0,Medium,Mid Floor
house,sector 3,0.55,1.0,1,0,Relatively New,750.0,0,0,0,Low,Low Floor
flat,sector 67,1.7,3.0,3,2,New Property,1387.0,0,0,2,Low,Mid Floor
house,sector 48,1.2,1.0,4,3+,Old Property,535.0,0,0,0,Low,Mid Floor
flat,sector 37,1.65,4.0,3,3+,Relatively New,2091.0,0,0,2,Medium,Mid Floor
flat,sector 69,2.0,4.0,4,2,Relatively New,1914.0,0,0,0,Medium,Low Floor
flat,sector 81,2.29,3.0,4,3+,Relatively New,2378.0,0,0,1,High,Mid Floor
flat,sector 85,0.9,4.0,4,3,Moderately old,1575.0,0,0,2,Low,Mid Floor
house,sector 104,0.62,3.0,3,1,Moderately old,900.0,0,0,1,Low,Low Floor
house,sector 66,12.0,5.0,5,3+,New Property,3240.0,1,1,2,Medium,Mid Floor
flat,sector 79,1.2,3.0,3,3,Relatively New,1356.0,0,0,2,Medium,Mid Floor
flat,sector 70,1.63,3.0,5,3,Relatively New,1574.0,0,0,0,Low,High Floor
house,sector 48,3.35,6.0,5,3+,Moderately old,6000.0,0,0,0,Medium,Mid Floor
flat,sector 92,1.44,4.0,4,3,Relatively New,2267.0,0,0,0,Low,Mid Floor
flat,sector 58,2.2,2.0,2,2,Relatively New,1310.0,0,0,0,Low,Mid Floor
flat,sector 91,1.4,3.0,3,3+,Relatively New,1700.0,0,0,0,Medium,Mid Floor
flat,sector 89,0.5,2.0,2,1,Relatively New,672.0,0,0,1,Medium,Mid Floor
flat,sector 90,1.2,3.0,3,3+,Moderately old,2144.0,0,0,0,Medium,Mid Floor
flat,sector 82,1.8,3.0,3,3+,Relatively New,1588.0,0,0,1,High,Mid Floor
flat,sector 65,2.6,3.0,3,3+,Relatively New,1833.0,0,0,0,Low,Mid Floor
house,sector 57,6.21,6.0,6,3+,Old Property,2700.0,1,1,0,Medium,Mid Floor
flat,sector 92,0.6,3.0,2,3,Moderately old,1333.0,0,0,2,Low,Mid Floor
flat,sector 3,0.28,2.0,2,1,Relatively New,615.0,0,0,0,Medium,Mid Floor
flat,sector 62,2.1,2.0,2,2,New Property,1436.0,0,0,0,Medium,High Floor
house,sector 25,6.5,4.0,4,3+,Moderately old,1800.0,1,1,0,Medium,Low Floor
house,sector 1,4.75,6.0,7,0,Moderately old,4500.0,0,0,0,Low,Mid Floor
flat,sector 106,1.35,4.0,3,3,Old Property,1678.0,0,0,0,Medium,High Floor
flat,sector 48,0.55,2.0,2,3,Relatively New,913.0,0,0,0,Medium,Mid Floor
flat,sector 90,0.65,2.0,2,3,Relatively New,1286.0,0,0,0,High,Mid Floor
flat,sector 78,1.2,1.0,2,2,Under Construction,851.0,0,0,0,Low,High Floor
flat,sector 71,0.37,1.0,1,2,Relatively New,450.0,0,0,0,Medium,Low Floor
house,sector 7,0.45,3.0,2,1,Old Property,900.0,0,0,0,Low,Low Floor
flat,sector 79,1.4,2.0,2,2,Relatively New,1556.0,0,0,1,Medium,Mid Floor
flat,sector 22,1.99,2.0,2,2,New Property,1285.0,0,0,0,Low,Mid Floor
flat,sector 92,0.95,4.0,3,3,New Property,1857.0,0,0,0,Low,High Floor
flat,sector 12,1.15,3.0,4,2,Old Property,2000.0,0,0,2,Low,Low Floor
house,sector 63,3.85,3.0,3,3+,New Property,2771.0,1,0,2,High,Mid Floor
flat,sector 92,0.71,3.0,3,2,Relatively New,1596.0,0,0,0,Low,Mid Floor
flat,sector 65,2.7,3.0,3,3,Relatively New,1833.0,0,0,2,Medium,Mid Floor
house,sector 81,4.35,4.0,4,3,Relatively New,5480.0,1,1,0,Medium,Low Floor
flat,sector 48,0.24,1.0,1,1,Relatively New,378.0,0,0,0,Medium,High Floor
house,sector 50,6.8,4.0,5,3,Old Property,2163.54,1,0,2,Medium,Mid Floor
flat,sector 43,2.5,4.0,4,3+,Relatively New,2524.0,0,0,2,Medium,Low Floor
flat,sector 111,3.7,4.0,5,3+,Relatively New,2650.0,0,0,2,High,High Floor
flat,sector 48,1.35,3.0,3,3,New Property,2444.0,0,0,0,Medium,Low Floor
flat,sector 81,3.25,4.0,4,3+,Moderately old,2622.0,0,0,0,Low,High Floor
flat,sector 70,1.9,4.0,3,3,New Property,2111.0,0,0,0,Medium,Low Floor
flat,sector 102,2.12,3.0,3,3,Relatively New,1852.0,0,0,0,Medium,Mid Floor
flat,sector 67,3.4,3.0,4,3,Relatively New,2246.0,0,0,2,High,High Floor
flat,sector 106,1.15,3.0,4,3,Relatively New,1305.0,0,0,0,Low,Mid Floor
flat,sector 36,0.45,1.0,1,1,Relatively New,476.0,0,0,0,Low,Mid Floor
house,sector 52,8.0,6.0,5,3+,Moderately old,3132.29,0,0,0,Low,Mid Floor
flat,sector 103,2.0,4.0,5,3+,New Property,2543.0,0,0,0,Low,High Floor
flat,sector 92,0.8,4.0,3,2,Relatively New,1810.0,0,0,0,Low,Mid Floor
flat,sector 67,0.56,2.0,2,2,Relatively New,778.0,0,0,0,Low,Low Floor
flat,sector 89,1.25,3.0,3,0,New Property,1423.0,0,0,0,Low,Mid Floor
flat,sector 48,0.95,2.0,2,3+,New Property,1163.0,0,0,2,Medium,Mid Floor
flat,sector 15,1.6,3.0,3,3+,Moderately old,1611.0,0,0,0,Medium,Low Floor
flat,sector 48,0.21,1.0,1,1,Relatively New,438.0,0,0,0,Low,Low Floor
flat,sector 102,1.95,3.0,3,3,Relatively New,1764.0,0,0,0,Medium,Mid Floor
house,sector 43,2.15,1.0,1,0,Moderately old,1650.0,0,0,0,Low,Low Floor
flat,sector 69,2.6,4.0,4,3+,Moderately old,2286.0,0,0,0,Low,Mid Floor
house,sector 109,7.0,4.0,4,3+,Relatively New,5400.0,0,0,2,Medium,Low Floor
flat,sector 70,2.3,3.0,3,3,Relatively New,2048.0,0,0,2,Medium,Mid Floor
flat,sector 65,2.0,3.0,3,3,Relatively New,1833.0,0,0,2,Medium,Low Floor
flat,sector 56,1.39,3.0,3,3,Moderately old,1829.0,0,0,2,Medium,Mid Floor
house,sector 50,6.95,3.0,3,1,Moderately old,2160.0,1,0,0,High,Low Floor
house,sector 45,4.49,3.0,9,3+,Moderately old,1840.63,0,0,2,Medium,Mid Floor
house,sector 3,3.5,1.0,1,0,Relatively New,3800.0,0,0,0,Low,Low Floor
flat,sector 48,0.52,2.0,2,2,Relatively New,913.0,0,0,0,High,Mid Floor
flat,sector 79,1.1,3.0,3,3,Relatively New,2167.0,0,0,2,Medium,Low Floor
flat,sector 112,0.7,2.0,2,2,Relatively New,1498.0,0,0,0,Medium,Mid Floor
flat,sector 48,1.5,3.0,3,3,Old Property,1600.0,0,0,2,Medium,Low Floor
flat,sector 86,0.45,2.0,2,1,Relatively New,646.0,0,0,0,Medium,Mid Floor
house,sector 4,0.47,2.0,2,1,New Property,50.0,0,0,2,Medium,Low Floor
flat,sector 85,1.58,3.0,4,3,Relatively New,2284.0,0,0,0,High,Mid Floor
flat,sector 106,1.17,3.0,4,3+,Relatively New,1186.0,0,0,0,Low,High Floor
flat,sector 81,4.7,4.0,4,3+,Relatively New,6596.0,0,0,2,Medium,High Floor
flat,sector 111,0.6,2.0,2,3,New Property,789.0,0,0,0,Medium,Mid Floor
house,sector 7,2.0,2.0,2,1,Relatively New,1800.0,0,0,0,Low,Low Floor
flat,sector 37,1.25,3.0,3,3+,Relatively New,1725.0,0,0,0,Low,Low Floor
house,sector 43,2.45,1.0,4,3+,Moderately old,540.0,1,0,1,Medium,Mid Floor
flat,sector 109,2.15,3.0,4,3,Relatively New,1995.0,0,0,0,Medium,Mid Floor
flat,sector 102,0.48,2.0,2,1,Relatively New,597.0,0,0,0,High,Mid Floor
house,sector 67,8.0,6.0,7,3+,Moderately old,3600.0,1,1,2,High,Mid Floor
flat,sector 85,0.69,2.0,2,2,Relatively New,1075.0,0,0,0,Low,Mid Floor
flat,sector 2,0.22,2.0,2,1,New Property,556.0,0,0,2,Low,Low Floor
house,sector 43,15.5,5.0,6,3,Moderately old,5490.0,1,1,0,Medium,Mid Floor
house,sector 109,5.9,4.0,5,2,Relatively New,2430.0,1,0,2,Medium,Low Floor
flat,sector 92,0.6,2.0,2,3,Under Construction,1257.0,0,0,0,Low,High Floor
flat,sector 49,1.9,3.0,3,3,Moderately old,2006.0,0,0,0,Medium,Mid Floor
flat,sector 104,1.5,2.0,2,2,Under Construction,1476.0,0,0,0,Low,Mid Floor
flat,sector 43,2.09,3.0,3,2,Old Property,1362.0,0,0,2,Medium,High Floor
flat,sector 81,2.12,3.0,3,3+,Relatively New,1650.0,0,0,1,Low,Mid Floor
flat,sector 95,0.6,2.0,2,2,Relatively New,1025.0,0,0,0,Low,High Floor
house,sector 2,9.0,5.0,5,2,Old Property,4680.0,1,1,1,Medium,Low Floor
flat,sector 63,2.2,2.0,3,3+,Relatively New,1027.0,0,0,0,Medium,Mid Floor
flat,sector 108,0.7,2.0,2,1,Moderately old,1468.0,0,0,0,Low,Mid Floor
flat,sector 108,1.6,3.0,4,3+,Relatively New,1500.29,0,0,2,Medium,Mid Floor
house,sector 40,5.0,9.0,9,3+,Moderately old,2367.0,1,1,2,Medium,Mid Floor
house,sector 69,2.95,4.0,3,2,New Property,1800.0,0,0,1,Medium,Mid Floor
flat,sector 86,1.59,3.0,3,3,Relatively New,1700.0,0,0,2,High,High Floor
flat,sector 33,1.4,3.0,2,3+,New Property,117.0,0,0,0,Medium,High Floor
flat,sector 37,1.55,4.0,3,3+,Relatively New,2100.0,0,0,2,Medium,High Floor
flat,sector 86,1.6,3.0,3,3+,Relatively New,1548.0,0,0,2,High,Mid Floor
flat,sector 30,0.85,2.0,2,1,Old Property,734.0,0,0,2,Low,Low Floor
flat,sector 33,1.35,3.0,4,2,Moderately old,1471.0,0,0,0,Low,Mid Floor
flat,sector 113,3.05,3.0,4,3,Relatively New,2150.0,0,0,0,High,Mid Floor
flat,sector 69,1.8,4.0,4,2,Relatively New,1914.0,0,0,2,High,Mid Floor
flat,sector 102,1.45,3.0,3,2,Relatively New,1571.0,0,0,0,High,Mid Floor
flat,sector 37,0.65,2.0,2,3,New Property,641.0,0,0,0,Low,Low Floor
flat,sector 67,2.32,3.0,4,3+,Moderately old,1810.0,0,0,2,Medium,High Floor
flat,sector 104,1.75,3.0,3,3,Relatively New,1609.0,0,0,0,Low,Low Floor
flat,sector 109,2.2,3.0,3,2,Moderately old,2576.0,0,0,2,Medium,Mid Floor
flat,sector 102,1.78,3.0,4,3+,Moderately old,1839.0,0,0,0,Medium,Mid Floor
house,sector 41,16.0,6.0,7,3,Old Property,4500.0,1,1,2,Medium,Mid Floor
house,sector 104,0.48,2.0,2,0,Relatively New,80.0,0,0,0,Low,Low Floor
flat,sector 54,6.75,4.0,4,2,Moderately old,2140.0,0,0,1,Medium,Mid Floor
house,sector 48,7.25,4.0,4,3,Relatively New,3196.89,1,1,2,Medium,Low Floor
flat,sector 37,0.71,2.0,2,3,New Property,1100.0,0,0,0,Low,Mid Floor
flat,sector 79,1.0,2.0,2,3,Relatively New,1700.0,0,0,0,Low,Mid Floor
flat,sector 82,1.85,3.0,3,3,Moderately old,1720.0,0,0,0,Low,High Floor
flat,sector 82,0.99,3.0,4,2,New Property,1705.0,0,0,0,Medium,High Floor
flat,sector 48,0.95,2.0,2,3+,Under Construction,1050.0,0,0,0,Medium,Mid Floor
flat,sector 88,1.62,3.0,2,3+,Relatively New,1540.0,0,0,1,Low,Mid Floor
house,sector 8,0.45,1.0,1,1,Moderately old,556.0,0,0,0,Low,Mid Floor
flat,sector 104,0.98,3.0,3,3,Relatively New,1569.0,0,0,0,Medium,High Floor
flat,sector 90,0.96,3.0,4,3,New Property,1786.0,0,0,0,Medium,Mid Floor
house,sector 48,0.95,3.0,10,3+,New Property,1065.0,0,0,0,Low,Mid Floor
flat,sector 48,0.78,2.0,2,2,Relatively New,1388.0,0,0,2,Medium,Mid Floor
flat,sector 58,2.2,2.0,2,1,Relatively New,1432.0,0,0,2,Medium,Mid Floor
house,sector 38,3.9,6.0,6,3+,Moderately old,1840.63,1,0,0,Low,Mid Floor
flat,sector 92,0.78,2.0,2,3,Relatively New,870.0,0,0,0,Low,Low Floor
house,sector 83,1.7,3.0,3,3+,New Property,2160.0,1,0,0,Low,Mid Floor
flat,sector 48,0.53,2.0,2,2,Relatively New,939.0,0,0,0,High,Low Floor
flat,sector 48,0.36,2.0,2,1,New Property,537.0,0,0,0,Low,Low Floor
flat,sector 68,0.9,2.0,2,2,New Property,1311.0,0,0,0,Low,Low Floor
house,sector 43,5.75,4.0,4,2,Moderately old,2432.64,1,1,1,High,Mid Floor
flat,sector 92,0.68,3.0,3,2,Relatively New,1442.0,0,0,0,Medium,High Floor
house,sector 7,0.95,2.0,1,1,New Property,450.0,0,0,0,Low,Mid Floor
flat,sector 56,1.71,3.0,3,3+,Moderately old,2251.0,0,0,2,Medium,Mid Floor
flat,sector 12,1.25,3.0,3,2,Old Property,1578.0,0,0,1,Medium,Mid Floor
flat,sector 81,2.2,3.0,4,3+,Relatively New,2000.0,0,0,1,Medium,Mid Floor
house,sector 2,5.6,8.0,6,3+,Moderately old,3240.0,1,1,0,Low,Low Floor
flat,sector 104,2.52,4.0,4,3+,Relatively New,2800.0,0,0,2,High,High Floor
flat,sector 110,3.49,4.0,5,3,Relatively New,3238.0,0,0,0,High,Mid Floor
flat,sector 48,0.24,1.0,1,2,New Property,360.0,0,0,0,Medium,Low Floor
flat,sector 48,0.66,2.0,2,3,Relatively New,1007.0,0,0,0,Low,High Floor
flat,sector 54,1.55,3.0,3,3+,Moderately old,2000.0,0,0,2,Medium,Mid Floor
house,sector 103,3.25,4.0,3,3+,Relatively New,4000.0,0,0,0,Medium,High Floor
house,sector 13,4.5,4.0,5,2,Old Property,4950.0,0,0,0,Low,Low Floor
flat,sector 48,0.25,2.0,2,1,Relatively New,535.0,0,0,0,Medium,Low Floor
house,sector 109,12.0,5.0,6,3,Relatively New,7000.0,1,0,2,High,Low Floor
flat,sector 12,0.6,3.0,2,1,New Property,950.0,0,0,0,Low,Mid Floor
flat,sector 77,1.79,3.0,3,3,New Property,1600.0,0,0,2,Low,Low Floor
house,sector 17,7.2,4.0,4,2,Old Property,4494.0,1,1,0,Low,Low Floor
flat,sector 84,0.69,2.0,2,3+,Relatively New,1286.0,0,0,0,Medium,Mid Floor
flat,sector 56,2.0,4.0,4,3,Relatively New,2310.0,0,0,2,Low,Mid Floor
flat,sector 51,0.3,1.0,1,2,Old Property,471.0,0,0,0,Low,Low Floor
flat,sector 82,0.8,2.0,2,3,Relatively New,1383.0,0,0,0,Low,Mid Floor
house,sector 5,0.96,2.0,4,2,Moderately old,945.0,0,1,2,Low,Mid Floor
flat,sector 84,0.49,2.0,2,2,Relatively New,1071.0,0,0,0,Medium,High Floor
flat,sector 48,0.42,2.0,2,1,Relatively New,650.0,0,0,0,Low,High Floor
flat,sector 30,3.55,3.0,5,3+,Old Property,2367.0,0,0,2,Medium,High Floor
flat,sector 86,1.3,3.0,3,3,Moderately old,1838.0,0,0,0,Medium,High Floor
house,sector 28,11.25,9.0,9,3+,Moderately old,3240.0,1,1,2,Medium,Low Floor
flat,sector 53,8.25,3.0,4,3,Relatively New,2800.0,0,0,1,Low,Mid Floor
house,sector 23,2.4,3.0,3,2,Moderately old,2000.0,0,1,0,Low,Low Floor
flat,sector 102,4.55,4.0,4,3+,Relatively New,4630.0,0,0,2,Medium,High Floor
flat,sector 85,2.1,4.0,4,3,Relatively New,2600.0,0,0,0,Low,Mid Floor
flat,sector 11,0.74,3.0,3,2,Relatively New,1361.0,0,0,0,Medium,Low Floor
flat,sector 70,1.66,3.0,3,3+,New Property,1900.0,0,0,0,Medium,Mid Floor
flat,sector 83,1.15,3.0,3,2,Relatively New,1350.0,0,0,2,High,Mid Floor
flat,sector 61,3.6,4.0,4,3,Moderately old,2715.0,0,0,2,Medium,Mid Floor
flat,sector 104,1.8,2.0,3,3,New Property,1619.0,0,0,0,Low,High Floor
flat,sector 82,2.25,3.0,3,3+,Relatively New,2333.0,0,0,1,Medium,High Floor
flat,sector 48,0.27,2.0,2,2,New Property,549.0,0,0,0,Low,Mid Floor
flat,sector 22,1.99,2.0,2,2,New Property,1285.0,0,0,0,Low,Mid Floor
flat,sector 81,2.35,3.0,3,3+,Relatively New,1550.0,0,0,1,Low,High Floor
house,sector 25,8.0,3.0,9,2,New Property,11111.0,0,0,0,Low,Mid Floor
flat,sector 104,1.83,3.0,4,3+,Relatively New,2000.0,0,0,0,High,Mid Floor
flat,sector 81,2.7,3.0,3,3,Relatively New,2343.0,0,0,2,Low,High Floor
flat,sector 62,0.9,1.0,1,0,Relatively New,639.0,0,0,0,Low,Low Floor
flat,sector 61,2.57,3.0,3,2,Under Construction,1811.0,0,0,0,Low,Mid Floor
flat,sector 48,0.42,2.0,2,2,New Property,593.0,0,0,0,Medium,Low Floor
flat,sector 67,1.6,3.0,3,2,New Property,1387.0,0,0,2,Medium,Mid Floor
flat,sector 83,1.1,3.0,3,2,Relatively New,1671.0,0,0,2,High,Mid Floor
flat,sector 70,1.67,3.0,5,3,Moderately old,1574.0,0,0,0,Medium,Mid Floor
house,sector 72,3.1,5.0,5,3+,Relatively New,3653.0,0,0,0,Low,High Floor
flat,sector 61,2.45,3.0,3,3,New Property,1259.0,0,0,0,Medium,Mid Floor
flat,sector 95,0.55,2.0,2,3,New Property,990.0,0,0,0,Low,High Floor
flat,sector 92,0.56,3.0,1,3,Moderately old,1316.0,0,0,2,Medium,Low Floor
flat,sector 85,1.15,2.0,2,3+,Relatively New,1419.0,0,0,0,High,High Floor
house,sector 28,9.54,6.0,5,3+,New Property,3240.0,1,1,0,High,Mid Floor
flat,sector 102,2.2,3.0,4,3+,Moderately old,2047.0,0,0,0,Medium,Mid Floor
flat,sector 113,6.0,5.0,6,3+,Moderately old,7294.0,0,0,0,Medium,High Floor
flat,sector 49,2.35,3.0,3,3,Relatively New,2030.0,0,0,0,Low,High Floor
flat,sector 65,1.9,2.0,2,3,Under Construction,1201.0,0,0,0,Medium,Mid Floor
flat,sector 92,0.85,3.0,2,2,Relatively New,1300.0,0,0,0,Low,High Floor
house,sector 82,1.6,4.0,4,3+,Moderately old,2425.0,1,0,0,Medium,High Floor
flat,sector 107,1.21,3.0,3,3,Moderately old,1759.0,0,0,2,Medium,Mid Floor
flat,sector 70,1.75,3.0,4,2,Relatively New,1950.0,0,0,0,Low,High Floor
flat,sector 83,1.8,3.0,4,3+,Relatively New,1667.0,0,0,2,Medium,Mid Floor
house,sector 3,1.5,6.0,1,0,New Property,3000.0,0,0,0,Low,Low Floor
flat,sector 37,0.95,3.0,3,3+,New Property,1786.0,0,0,0,Medium,Low Floor
house,sector 43,8.5,5.0,5,3,Moderately old,2700.0,1,0,2,Medium,Mid Floor
flat,sector 69,1.4,3.0,3,2,Relatively New,1503.0,0,0,0,Medium,High Floor
house,sector 43,3.3,1.0,1,0,Under Construction,1242.0,0,0,0,Low,Low Floor
flat,sector 106,6.3,5.0,6,3+,Under Construction,3894.0,0,0,2,Medium,Mid Floor
flat,sector 106,1.15,3.0,3,3,Relatively New,1650.0,0,0,2,High,High Floor
house,sector 51,5.5,8.0,8,2,Relatively New,8260.0,0,0,2,Low,Mid Floor
flat,sector 88,0.95,2.0,2,2,Relatively New,1452.0,0,0,0,Medium,Mid Floor
flat,sector 65,2.55,3.0,3,3,Relatively New,1650.1,0,0,0,Low,Mid Floor
flat,sector 48,1.65,3.0,3,0,Relatively New,1051.0,0,0,0,Medium,Low Floor
house,sector 24,1.9,10.0,9,3+,Relatively New,5018.0,0,0,1,Low,Mid Floor
flat,sector 89,1.1,2.0,2,2,New Property,1226.0,0,0,0,Medium,Mid Floor
flat,sector 111,0.5,1.0,1,1,Relatively New,374.0,0,0,1,Medium,Low Floor
flat,sector 83,1.1,3.0,3,3+,Relatively New,1600.0,0,0,2,Medium,Mid Floor
flat,sector 67,3.05,3.0,4,2,Relatively New,2200.0,0,0,2,High,High Floor
house,sector 52,2.25,3.0,3,3,New Property,1800.0,1,0,2,Low,Mid Floor
flat,sector 61,2.6,3.0,3,2,New Property,1765.9,0,0,0,Low,Low Floor
flat,sector 67,1.5,2.0,2,2,Relatively New,1500.0,0,0,2,Low,Mid Floor
flat,sector 104,1.59,2.0,2,2,Relatively New,1476.0,0,0,0,Medium,High Floor
flat,sector 43,2.5,4.0,4,3+,Moderately old,2722.0,0,0,0,Low,Mid Floor
flat,sector 90,0.7,2.0,3,2,Relatively New,1502.0,0,0,2,Low,Mid Floor
flat,sector 99,0.3,2.0,1,0,New Property,500.0,0,0,0,Low,High Floor
flat,sector 81,1.1,3.0,2,3+,Relatively New,1358.0,0,0,0,High,Mid Floor
flat,sector 92,0.75,3.0,4,3,Moderately old,1778.0,0,0,0,Medium,Low Floor
flat,sector 86,0.87,2.0,2,1,New Property,1295.0,0,0,2,Low,High Floor
flat,sector 48,0.71,2.0,2,3,Relatively New,1214.0,0,0,0,High,Mid Floor
flat,sector 82,1.38,4.0,5,3+,Relatively New,2414.0,0,0,0,Medium,High Floor
flat,sector 70,2.8,3.0,4,3,Relatively New,2350.2,0,0,0,Low,High Floor
flat,sector 37,0.85,2.0,3,3,Relatively New,1479.0,0,0,0,Low,Mid Floor
flat,sector 88,0.92,2.0,2,3,New Property,1350.0,0,0,0,Low,Mid Floor
flat,sector 79,1.28,3.0,3,3,Relatively New,1301.0,0,0,2,Medium,High Floor
flat,sector 2,0.95,2.0,2,1,Relatively New,1100.0,0,0,0,Medium,Low Floor
house,sector 11,0.8,2.0,4,0,Old Property,900.0,0,0,0,Low,Low Floor
flat,sector 83,1.38,3.0,3,3,Relatively New,1350.0,0,0,2,Low,Mid Floor
flat,sector 82,1.45,4.0,3,0,Relatively New,1800.0,0,0,0,Medium,Low Floor
